question,category,source
Describe the difference between political and statistical geography.,4,gis
Describe the SPOTsatellites and discuss the varying sensors (what they do and their resolution) on each of the SPOTsatellites.,4,gis
Characterize the limitations of HDFS for the storage and processing of spatial data.,7,gis
Describe the strengths and weaknesses of different management practices and GIS program governance through the lens of Organization Models,4,gis
Explain how resolution can affect study findings and interpretations in environmental change detection.,6,gis
Produce a map of land use/land cover classes using a vertical aerial image.,6,gis
"Describe how a distance operation can produce a binary variable, an ordinal variable or a continuous variable.",4,gis
Compare and contrast Sun-synchronous satellite orbits to geostationaryorbits.,3,gis
Describe how to automate the calculation of derived data.,7,gis
Explain how to recognize contaminated data in large datasets.,7,gis
Understand the requirements for legal operation of UAS for data collection purposes.,7,gis
Identify examples of spatial autocorrelation.,6,gis
Conjecture where else you might wish to see set theory used in GIS.,6,gis
Describe hardware architecture and software frameworks for GPU-enabled acceleration.,4,gis
"Differentiate betweendrive-time rings and network partitions, including their utility for retail settings. .",6,gis
Publish a web map service or web map tile service.,0,gis
Learn the key components of the raster data model.,7,gis
Describe the evaluation of acceleration performance of GPUs for general-purpose computation.,4,gis
Obtain historical maps in digital form and prepare them for georeferencing.,6,gis
Explain the key characteristics of geovisual analytics.,6,gis
"Improve communication between marine GIS practitioners and developers, particularly for science applications. This applies to both open source and proprietary systems.",6,gis
"Enumerate past, contemporaty, and still-to-be-researched properties of spatial autocorrelation.",6,gis
Propose and justify potential problem contexts for the application of geovisual analytics.,6,gis
Deconstruct and critique the symbol-referent relationship of a given map symbol.,6,gis
"Create accurate point, line, and polygon feature data using GNSS alone, from field data collection, through data transfer, quality control, conversion, projection, and attribute creation. Moreover, the student should be able to explain the primary factors that affect accuracy, including satellite constellation configuration and PDOP, multi-system receivers, point averaging, signal interception, and multi-path errors, and how these may be avoided or their impacts minimized to achieve high accuracies.",2,gis
Critique a map based on the real-world and cross-cultural connotations evoked by the color selections on maps.,6,gis
"Describe the role of internships, professional certification, software certifications, and accreditation in relation to GIS&T positions and qualifications.",4,gis
"Identify at least 5 and explain at least 3 concerns, myths, or barriers to Openness in the areas of Open Data,Free and Open Source Software, and Open Standards.",7,gis
"Describe a user need for the following interaction operators: panning, zooming, overview reexpression, filtering, detail retrieval, etc.",4,gis
Evaluate spatial data processing workflows to verify each meets the specific information needs common in forest resource management.,7,gis
Explain the use of GIS&T in the common sub-disciplines of the Civil Engineering profession.,6,gis
Explain the activities and importance of at least 3 Openness initiatives or activities in the area of GIS&T.,6,gis
Compare and contrast different types of remote sensing platforms.,3,gis
Explain how a frame buffer works.,6,gis
Identify the main types of organizational models for GIS program management with examples of how they are implemented in different types of organizations.,0,gis
Define logical data model.,7,gis
Describe the four essential groups of people that are needed for a collaborative geodesign project.,4,gis
Understand the basics of usability engineering approaches.,6,gis
Compare and contrast Thematic Mapper (TM) with Enhanced Thematic Mapper (ETM+).,3,gis
"Differentiate the uses of GIS&T in agriculture a smallholder/developing world setting, versus large-scale agriculture in high income countries.",6,gis
Identify the purpose of the duplicate avoidance technique in the spatial join operation.,6,gis
Explain why making comparisons of Census data across geographies or across time can be problematic.,7,gis
Describe how punctiform and continuous spatial data may be represented by exhaustively partitioning regions into sets of non-overlapping spatial units.,7,gis
Examine various application fields and investigate the potentials of LBS.,6,gis
Describe the role of standards in ensuring the quality of metadata.,4,gis
"Critically discuss some societal effects stemming from the web-enabled shift of spatial data production from experts to laypersons (i.e., the rise of “neogeography”).",7,gis
"Discuss some positive (increased interest in science, innovations in GIS&T) and negative aspects (digital divide issues, purposeful misinformation) that may affect people when using GIS&T in Citizen Science projects.",4,gis
"Explain what a spectral reflectance curve is, and why it is central to remote sensing image interpretation.",6,gis
Explain the argument that GIS and remote sensing foster a “disembodied” way of knowing theworld,6,gis
"Understand and describe the contextual, technological, and financial considerations required for making a mobile app for geographic information collection.",4,gis
Define “spatial decision support system”.,6,gis
Understand the different criteria used for conflating geospatial features.,0,gis
Distinguish between use cases and conceptual data models; describe how they can work together.,7,gis
"Within the context of health research, explainthe needs, considerations, and use of neighborhoods to characterize social and environmental determinants of health.",6,gis
"Understand how geovisualization is defined, differentiate between the different ways in which the term geovisualization is used.",0,gis
Discuss the types of spatial problems that can be accelerated using GPUs.,6,gis
Describe characteristics of spatial data that affect spatial rule learning.,7,gis
Compare and contrast logic and set theory.,3,gis
"Compare the elevation values of a number of nearby and widely separated points on a DEM, and see how shaded relief values correspond to these differences.",0,gis
Identify and describethe people (roles)necessary to effectively design a GIS.,6,gis
"Understand the different model types, and their application methods.",0,gis
Partition spatial data using MPI,7,gis
Define the fundamentals of co-location rule learning.,6,gis
Design and implement a geovisual analytics system using a user-centered design approach.,6,gis
"Within the context of urban geography, explain neighborhood and community as social clusters.",6,gis
Discuss the perceptual basis for color.•Understand: Select colors appropriate for map readers with color limitations.,6,gis
Differentiate between a data warehouse and a federated database in support of applications for an enterprise-wide database environment.,7,gis
"Know that GIS and computational models are linked in different ways, from tight to loose coupling.",6,gis
"Identify the political motivations of map art, evaluating its impact on contemporary issues, such as colonialism, cultural identities and globalization.",6,gis
Apply appropriate generalization operators to change the display of map data to a smaller scale.,7,gis
in an generalized manner without reference to a specific enabling technologies.,6,gis
"Demonstrate basic skills in digital cartography, via the production of hardcopy and digital maps with appropriate layout and information.",6,gis
Describe the challenges of privacy in LBS.,4,gis
"Differentiate between the components of a font: typeface, weight, compression, and posture.",6,gis
Plan and implement typical spatial analyses in SQL.,6,gis
Describe how system design and management concepts can support effective GIS operation.,4,gis
Determine the degree of similarity between shapes using a number of standard measures.,6,gis
Define different interpretations of .,0,gis
Identify sources of data used for analysis within retail GIS and describe how the data are integrated.,5,gis
"Understand, explain, and perform adjacency and proximity analysis, for example, identify all lands within 100 feet of perennial streams, or all forest stands adjacent to existing forest stands less than five years old.",6,gis
Walkthrough the “Planning” steps for a project that you have completed recently. Identify where better planning could have improved execution of your project.,6,gis
Discuss the different uses of satellite remote sensing.,6,gis
Explain the levels of analysis at which landscape metrics are computed.,6,gis
"Describe how an application-centric logical data model differs from an enterprise-wide logical data model, and how logical data schema integration can support development of an enterprise-wide data model.",2,gis
Describe the basic types of geospatial big data.,7,gis
Define the concept of a spatial index and what kind of spatial operations it is related to.,6,gis
Discuss the potential role of agency (individual action) in resisting dominant practices and inusing GIS&T in ways that are consistent with feminist epistemologies and politics.,6,gis
Demonstrate understanding of a number of different types of shape surrogate by computing them for some simple examples and interpreting the results.,0,gis
Compare and contrast SAR learning and spatial regression for correlation analysis.,3,gis
Apply various techniques for normalizing data.,7,gis
"Critique the layout of several maps in terms of layout, balance, legibility, clarity, visual contrast, figure-ground organization, and hierarchal organization.",0,gis
Describe the three primary applications of GIS&T for archaeology.,4,gis
"Critique a big data visualization by how well it overcame computational, visual, and ethical challenges.",7,gis
Evaluate the usability of an interactive map or visualization according to how the representation and interface features support user stated needs.,6,gis
Define Message Passing Interface (MPI).,6,gis
Describe major methods to evaluate positional and attribute uncertainty.,4,gis
\n\t\tDemonstrate the ability to reason about an ethical challenge in the professional practice of GIS by methodically analyzingan ethics case study.,6,gis
Understand how to build spatial indexes in both commercial and open-source databases and be aware of what the strategies they use.,6,gis
"Understand, explain, and perform spatial and table selection, e.g., select all vegetation patches that are entirely underlain by erodible soils, or select all forest stands older than 80 years and more than 2000 feet from a road.",6,gis
"Differentiate between the Landsat missions, and discuss the varying sensors (what they do and their resolution) on each of the Landsat satellites.",6,gis
"Characterize the entity, attribute, and relationship components of a conceptual data model.",7,gis
Explain the nature and causes of the Modifiable Areal Unit Problem (MAUP).,6,gis
Describe how a physical data model differs from a logical data model in terms of software implementation.,5,gis
"Discuss ways of handling potential data quality issues associated with data collected through GIS&T on Citizen Science projects (moderation, checking data) and the value of collected data (increased awareness and support, scales of possible data collection).",2,gis
Understand what technological advancements have taken place that havemade mobile devices important and relevant for GIS&T.,6,gis
Summarize the predominant UAS platform types.,0,gis
"Demonstrate how changing the geometry of regions changes the data values (e.g., voting patterns before and after redistricting",7,gis
Describe the importance of the audience and the intention at the beginning of any project.,4,gis
Explain the difference between manual and automatic conflation.,6,gis
"Identify the characteristics of geovisualization as a process, and relate these characteristics to modern day mapping systems and map use.",6,gis
Demonstrate familiarity with different web and server computer languages commonly used in Web GIS application development.,0,gis
"Describe the appropriate context for using simple rings, and identify the limitations and how issues like population density or income changes be accounted for.",4,gis
Develop (Sketch) a conceptual data model using an entity-relationship diagram.,7,gis
Describe the major components of a typical SDI.,4,gis
"Within the context of computational geometry, providekey neighborhood concepts for vector (point and polygon) and raster data using the most commonly used methods such as Rook Neighbors, Queen Neighbors, Thiessen polygons, Delaunay triangulations, and local, focal, zonal and global functions.",1,gis
Appraise the intelligence tradecraft process.,6,gis
"Prepare different map layouts using the same map components (main map area, inset maps,titles, legends, scale bars, north arrows, grids, and graticule) to produce effective compartmentalized and fluid map layouts.",0,gis
Distinguish between patch-mosaic models and gradient surface models of landscapes.,6,gis
Explore possible presentation forms for communicating relevant information to the users in LBSand discuss their pros and cons.,6,gis
"Define Location-Based Services,Compare LBS, and other GIS applications.",0,gis
Give examples of skills and areas of expertise needed to bring a commercial product from idea to launch and why they are important.,6,gis
Distinguish normative ethics from critical ethics.,6,gis
Define the concept of conflation and what kind of context it is used.,0,gis
Describe set theory.,4,gis
Explain the different Python GIS development modes.,0,gis
"Create and implement all workflows for field data collection, from developing field spatial and attribute data needs, designing and creating electronic field forms with pick lists and error trapping as appropriate, through upload, collection, download, quality control, intermediate processing, and integration into office spatial databases.",5,gis
"Discuss the potential pitfalls of using regions to aggregate geographic information (e.g., census data) Know the definition and origins of the term gerrymandering.",7,gis
List some of the widely-recognized SDIs.,6,gis
https://gistbok.ucgis.org/bok-topics/mobile-maps-and-responsive-design,6,gis
Describe the georeferencing process including the techniques and transformations necessary for the use ofhistorical maps.,4,gis
Understand the cardinality of match relation.,6,gis
"Describe at least one technique for visualizing distortion (e.g., Tissots indicatrices, or continuous distortion surfaces) and use it to visualize distortion.",4,gis
Identify three sources of uncertainty in GIS&T data for agriculture and how these sources of uncertainty might interact with uncertainty widely present in agricultural systems.,7,gis
Explain how a tiled map mashup is created.,0,gis
"Describe the complexity and uncertainty in neighborhood definition, incorporating the idea of no consensus definition to fit all contexts.",4,gis
"Retail sales are a function of market characteristics (Jones, 1990), andimportant characteristicsinclude customers\' income, location, demographics and lifestyle (the latter two are often combined into the term ""psychographics"").Explain the role of each of these characteristics plays when a retailer considers a location.",6,gis
List at least 5 benefits of Openness in each of the following areas: Open Data; Free and Open Source Software; and Open Standards.,1,gis
Link Census demographic data to the appropriate TIGER geography within GIS.,7,gis
Prepare different maps using the same map components to produce maps with different purposes and distinctiveintellectual and visual hierarchies.,0,gis
"Expand the reach of scientific ocean data to broader user communities, such as for decision support, coastal and marine spatial planning (CMSP; including the science .",7,gis
"Value the importance of tools that make models more shared, such as open source software and common code libraries.",6,gis
Demonstrate familiarity with the most common R packages to perform geospatial work.,6,gis
Describe the main functions of geoportals.,4,gis
"Define Citizen Science, Crowdsourcing, Volunteered Geographic Information (VGI), Gamification and Hackathon.",6,gis
Describe the contents of the MAF/TIGER system.,4,gis
Evaluate how visualization may be employed to generate new knowledge from a (big) dataset.,6,gis
Differentiate logical data model approaches.,7,gis
Characterize general organizational models as a starting point to describe GIS program management models.,4,gis
"Describe the five elements of the Framework for citizen science projects (inputs, activities, outputs, outcomes, impacts) (Shirk et al., 2012).",4,gis
"Compare and contrast different kinds of evaluation methods for cartography and visualization (e.g., qualitative versus quantitative, formative versus summative studies).",3,gis
"Be able to give examples of how models are used in simulations, and how their accuracy and uncertainty can be measured and communicated.",0,gis
Develop the basics of a logical data model diagram.,7,gis
"Explain, with examples of case studies, how diachronic and multilayer analysis in GIS using historical maps can be useful in a geo-historical study of the landscape.",6,gis
Critique examples of terrain representation based on their relative pros and cons.,6,gis
"Compare and contrast two geospatial applications that can leverage social media data from the perspectives of techniques, tools, and approaches to process and mine social media data.",5,gis
Explain why the reduction of map scale sometimes results in the need for mapped features to be reduced in size and moved.,0,gis
Propose a sustainable business model built around a geoinformation application or service oriented to supporting either large scale or smallholder agriculture.,6,gis
"Describe how a system model can be used to design, implement, operate, maintain, assess, and manage a GIS.",4,gis
"\n\tCreate a generalized dataset for mapping at 1:1,000,000 from topographic data compiled for 1:24,000 mapping.\n\t",7,gis
Discuss fundamental in using thread-based parallelism to harness massively parallel computing power in GPUs.,6,gis
"Evaluate an interactive map design by UI/UX design recommendations (e.g., affordances/feedback, interface complexity, interface styles, design heuristics).",6,gis
Explain howThiessen Polygons account for physical barriers and how they can be used in retail settings.,0,gis
Create a data set with network attributes and topology.,7,gis
Apply cartographic principles to create maps which effectively convey information to diverse stakeholders.,6,gis
Calculate heights and areas of objects and distances between objects shown in a vertical aerialimage.,6,gis
"Create a functional, multi-table database with proper primary and foreign keys and relevant attributes, e.g., inventory and harvest tables that may be joined to stand tables.",6,gis
"Design a system for creating a given target spatial data layer, including end user needs assessment, geographic and attribute data characteristic and accuracy specifications, collection, quality control, and processing protocols, workflows, accuracy assessment and documentation, and metadata development.",5,gis
Describe how activity diagrams can supplement logical data models to further characterize logical data organization in a logical data model.,2,gis
Describe the enabling technologies that have accelerated the adoption of GIS in marketing and explain their impact.,4,gis
Identify standard occupational codes that are relevant to GIS&T.,6,gis
"Describe scenarios when distance operations are required for geographical analysis (creating policy, measuring distance decay, delineating service areas, and defining likelihoods of interaction).",4,gis
Discuss the role that “.,6,gis
"Create a project plan for a map, from planning to closing.",6,gis
Describe the MapReduce implementation of the range query operation.,4,gis
Classify the different metrics that can be used to measure or quantify “attractiveness” for a retailer.,0,gis
"Explain why “location, location, location” would be a key tenet of the real estate business.",6,gis
"Deconstruct a map of an area you know well to find silences, blindspots, and moments of contradiction that reveal larger power structures .",6,gis
Define Openness.,6,gis
Compare and contrast data-driven rings differ withsimple rings accounting for their suitability in different settings.,8,gis
Explain the reason for the rise of reduced instruction set computer (RISC) processors.,6,gis
Design a range of cartograms to suit particular needs.,6,gis
Determine which methods you can use in a mixed method setting to derive user needs and characteristics for an interactive mapping project.,6,gis
Describe methods for layout (horizontal arrangement) of elements in a map.,4,gis
Describe the importance and challenges of capturing spatiotemporal dynamics in computational modeling.,4,gis
"Design uncertainty representations for different types of uncertainty, spatial dimensions, and user tasks",0,gis
Recognize that models can be both static (in place) and dynamic (in time) and give examples of each.,6,gis
Understand why generalization is necessary and ubiquitous in cartography and GIS.,6,gis
"Explain the advantages in using NoSQL database to store spatial data, especially big spatial data.",5,gis
Explain the two modifiable areal unit effects that can occur during the districting process.,6,gis
"Develop recommendations and practical solutions to help bridge the gap between ocean science/management and GIS, including increase integration of ocean data and improved analytical tools.",7,gis
Describe key positioning technologies for outdoor and indoor environments.,4,gis
Define spatial data infrastructure.,7,gis
Distinguish the main differences between the mainframe and minicomputer epochs of GIST.,6,gis
Define and describe the set of knowledge and skills that a Real Estate GIS Specialist is likely to require.,4,gis
Compare measuring parallel performance using execution time versus speedup,0,gis
Identify data sources that can be integrated into network partition models.,7,gis
Discuss the evolution of GIS knowledge work in an age of increasingly capable machines.,6,gis
Describe ways in which the shape of a geographical entity can affect other characteristics of that entity.,4,gis
"Compare multiple map projections to explain the difference in distortion patterns, and how the maps would be suited for different analysis or visualization purposes.",3,gis
Design a thematic map that uses a map projection appropriate to the theme and map purpose.,6,gis
Describe emerging geocomputation techniques for geospatial big data.,7,gis
Provide an example on how each of the dynamic visual variables can be used to encode spatiotemporal information.,0,gis
Explain how environmental factors influence remote sensing tools.,6,gis
"Compare and contrast the relative advantages and limitations four ways to represent spatiotemporal information: single static maps, multiple static maps, single dynamic maps, and multiple dynamic maps.",3,gis
Implement basic conflation operator using buffer analysis and overlay operation.,6,gis
Walkthrough the stages of interaction using different interface controls in an interactive map and identify potential breakdowns and solutions.,0,gis
Identify additional tools that can be incorporated along with the Huff Model to get a more accurate trader area and/or to take into consideration of physical travel barriers.,6,gis
Define commercial GIS application and how it may be licensed.,6,gis
Describe potential types of uncertainty in a given geospatial dataset.,4,gis
"Examine how location relates to customer behavior, and how this might differ in an urban versus a suburban or rural setting.",6,gis
Demonstrate how different data structures works for spatial queries and spatial join.,7,gis
List strategies that web GIS administrators can take to improve the speed and capacity of their systems.,6,gis
Create a collaborative process which incorporates GIS&T for an urban plan by applying tools and methods of planning support systems or Geodesign.,6,gis
Explain the general concept of artificial intelligence.,6,gis
Discuss spatial/spatiotemporal analysis and data mining algorithms and methods that can be used to reveal meaningful information and patterns from social media data.,5,gis
"Outline key tasks involved in identifying a possible commercial GIS application, developing it and marketing it.",6,gis
Describe the relationship between an application-centric conceptual data model and a enterprise-wide conceptual data model.,5,gis
"Identify personalities of typefaces, and the microaesthetics that contribute to them.",6,gis
"Critique the design of a map depicting spatiotemporal information, providing alternative design solutions.",6,gis
Critique examples of different types of cartograms by their relative success at communicating information.,0,gis
Explain the main difference between supervised learning and unsupervised learning.,6,gis
"Describe how marketing managers use marketing research, market segmentation and consumer profiling to identify and exploit market opportunities. Explain how location analytics resources support these analytical processes.",4,gis
Calculate the nominal scale of a vertical aerial image.,6,gis
Describe the purpose of a conceptual data model.,7,gis
Compare and contrast co-location rule learning and spatial analysis techniques for co-presence such as overlay.,3,gis
Compare different categories of GEOINT products and uses,3,gis
"Discuss different types of Citizen Science activities (passive sensing, volunteer computing, volunteer thinking, environmental and ecological observation, participatory sensing, community/civic science) and potential motivations (intrinsic and extrinsic motives) participants may have to engage with projects.",0,gis
Acquire knowledge of how UAS technology is applied in geospatial research.,6,gis
Demonstrate familiarity with the current Python GIS Programming Stack.,6,gis
"Write algorithms to perform equal interval, quantiles, mean-standard deviation, natural breaks, and “optimal” classification for choropleth mapping",6,gis
"Identify the sources of data, representation, and animation or interaction in an example web map and the roles played by each.",7,gis
"Compare and contrast different techniques for representing uncertainty in maps (e.g., the use of static vs. dynamic approaches).",3,gis
"Identify, download, prepare, and interpret public data sources relevant to forestry, including USDA Agricultural Research Service National Aerial Imagery Program aerial photographs, NRCS SSURGO soils data, USGS digital elevation data, USDA National Agricultural Service Crop Data Layer data, USFWS National Wetlands Inventory data, and USGS National Hydrography Dataset streams, rivers, and lakes data.",9,gis
"Explain the critical phases of modeling: design, implementation, calibration, sensitivity analysis, validation and error analysis.",0,gis
Define the ecological fallacy.,6,gis
Describe the basic types of conflation problems.,4,gis
Define the modifiable areal unit problem (MAUP) and describe its effects on mapping and statistical analysis.,4,gis
Describe the roles of APIs in distributed GIS applications.,4,gis
Explain the mixed pixel problem and approaches to attenuate it.,6,gis
Parallelize range query using MPI.,6,gis
"Describe some methods of encouraging and sustaining engagement in Citizen Science projects using GIS&T (gamification, crowdsourcing initiatives, mapping parties, hackathons).",4,gis
Describe the issue of scale and zoning in different spatial partitioning schemes.,4,gis
"Critique the usability of existing web maps, including visual design choices, user interface, and interaction affordances and feedbacks.', ""Determine a web map's intended purpose and assess its use of visual hierarchy and interaction based on that purpose."", 'Design, construct, and publish an interactive web map.",0,gis
Discuss how Morans I and Gearys C are used to measure spatial patterns.,0,gis
Develop a physical data model diagram.,7,gis
Explain how web services enable the sharing of maps and GIS operations in an online environment.,0,gis
Describe the general workflow of social media analytics for geospatial applications.,4,gis
"Identify the current implementation patterns of Enterprise GIS, based on present trends and best practices in IT.",6,gis
Define geodesign and describe how it contributes to GIS&T.,4,gis
Describe the four types of store models NoSQL databases.,4,gis
Describe the statistical limitations of large spatial databases.,4,gis
Explain the main types of data capture devices used in the era under consideration.,1,gis
Describe the geometric properties of the globe that may be distorted in the map projection process.,4,gis
Explain how a storage tube display works.,6,gis
Design a map taking into account the range of factors that should be considered in selecting colors.,6,gis
Discuss issues and research challenges in epidemiologic studies using GIS.,6,gis
Explain how a variogram depicts a global assessment of spatial association.,6,gis
Understand the structure and missions of different types of organizations which manage GIS programs.,0,gis
Derive values of slope and aspect from a contour map or from point elevation values.,6,gis
"Understand how decisions in the design of a map, and the underlying data from which a map draws, affect what users can know from the map.",7,gis
Explore intelligence domains within the United States national security enterprise.,6,gis
Apply one or more grouping or gestalt principles to achieve appropriate figure-ground for map elements.,6,gis
"Explain the four aspects of scale in the context of remote sensing: spatial scale, spectral scale, radiometric scale, and temporal scale, and differentiate between scale as a measure of grain and extent.",6,gis
Explain and describe the common areas of research at the intersection of GIS&T and Civil Engineering.,4,gis
Discuss how GIS and related digital geospatial technologies have influenced the workflows of a real estate appraiser.,6,gis
List some of the most popular DBMS software that can be used for geospatial implementation.,0,gis
Differentiate text-based search and map-based search.,6,gis
Identify “troublesome knowledge” and be able to create an example relevant to mapping and GIS.\n.,6,gis
Describe the purpose of a physical data model.,7,gis
Evaluate a completed map identifying each of the “Planning” phases and how effectively the goals were achieved.,6,gis
Describe the elements of image interpretation,4,gis
Summarize and compare various security precautions that web GIS system administrators can take to protect access to sensitive data or algorithms.,8,gis
"Compare conflation with spatial join, image fusion and other related operations for data integration.",1,gis
Explain the importance of spatial data uncertainty.,7,gis
CMSP),6,gis
Identify and critique a map created through surveillant approaches to map making. Identify and critique a map created through sousveillant or participatory approaches.,6,gis
"See why scenario-based planning, informed by modeling, is an important tool across Geography.",6,gis
"Describe the benefits of parallel programming', ""Use Amdahl's Law to calculate theoretical speedup"", 'Differentiate memory models used in parallel programming.",6,gis
"Describe cases where the output of a distance operation would be a polygon, line, raster surface, or numeric matrix.",4,gis
Describe the different purposes that cartograms serve in relation to other thematic mapping techniques.,6,gis
Identify at least 5 fields or activities in which the principles of Openness are applied.,6,gis
Compare and contrast different options of combining spatiotemporal dynamics modeling with GIS.,3,gis
"Explain how the DeSeCo programs three categories of individual competencies  the ability to use tools, the ability to interact win heterogeneous groups, and the ability to act autonomously  relate to professional practice in the geospatial field.",0,gis
Identify and describe the limitations of drive-time rings in different settings and how GIS manages these.,4,gis
Use a geospatial web service in a map or GIS project.,6,gis
Explain how Foucaults power-knowledge informs critical ethics.,6,gis
Discuss the limitations of current technological approaches to generalization for mapping purposes.,6,gis
Demonstrate the key tasks of data modeling in LBS.,7,gis
"Define spatial data uncertainty, quality, accuracy, error, and geo-semantic uncertainty.",7,gis
Design an interactive map suitable for a given set of user needs.,6,gis
Explain the basic operation of a pen plotter.,6,gis
Create two visualizations of the same area  one meant to be used for advertising in a tourist brochure and one meant to analyze public health and safety concerns.,0,gis
Use photo interpretation keys to interpret features on aerial photographs.,6,gis
Self-assess your competencies relative to the Geospatial Technology Competency Model.,6,gis
Contrast professional GEOINT certification programs.,0,gis
Schedule a user-centered design process for acquiring feedback from target users throughout design and development.,6,gis
"Demonstrate familiarity to appropriate GIS APIs for specific GIS application(s), What are the APIs appropriate to\n",4,gis
Describe methods for creating an intellectual and visual hierarchy in a map.,4,gis
\n\t\tIdentify and describe three prongs of epistemological critiques of GIS as they were advanced in the 1990s through the 2000s.,4,gis
Create a raster analysis method to determine suitable locations for a particular planned facility.,6,gis
"Explain the core marketing planning processes, identify GIS applications for each and describe the contribution of those applications,.",4,gis
Define resolution and its linkage to the broader concept of scale.,6,gis
Describe where you already know that set theory is used in existing GIS software.,4,gis
"Identify, understand, and help overcome the barriers to use of scientific oceanographic data by GIS users, as well as increase the use of GIS tools by ocean science and resource management users.",7,gis
Define conceptual data model.,7,gis
Understand the strengths and weaknesses of indices for describing or explaining the urban environment.,6,gis
Explain the role of descriptive and normative models in spatial decision support,6,gis
"Define the following terms pertaining to a network: vertex, edges, nodes, links, loops, parallel edges, route, walk, path, circuit, cycle, the degree of a node, diameter.",6,gis
"Describe traditional and big data sources of spatial information about cities, and describe their strengths and weaknesses.",7,gis
Explain how GIS has been used in exposure assessment and exposure modeling.,0,gis
"Apply various hypsometric tinting schemes to an elevation layer in GIS, and combine this with a relief shading layer using transparency or a similar approach. Discuss how relief shading changes the hypsometric color scheme.",6,gis
Describe the advantages and limitations of the different GIS&T tools.,4,gis
"Format the styling, text, layout, image resolution, and file type of a static map so that it can be included in a well-designed web page.",6,gis
"Identify examples of static, animated, and interactive web maps.",6,gis
Explain how sequential storage relates to geographical space.,0,gis
Describe the concept of a spectral band in the context of multispectral imagery.,4,gis
Demonstrate how different classification schemes produce very different maps from a single set of interval- or ratio-level data.,1,gis
\n\t\tPresent GIScience scholars and theorists responses to external critiques of GIS.,6,gis
Map an information chain from data collection to service delivery for GIS&T in agriculture.,7,gis
Characterize data types and indexing for physical data models.,5,gis
Retrieve relevant census data from the Census website.,7,gis
Design symbols that appropriately relate spatial dimension of mapped features to the level of measurement of the attribute information being mapped. .,6,gis
"Explain how to label features having indeterminate boundaries (e.g., canyons, oceans).",0,gis
"Implement techniques to improve typeface and label legibility, and to disambiguate labels.",6,gis
Explain the use of views in spatial data management.,7,gis
Explain the difference between declarative and procedural programming languages.,0,gis
Understand the common types of raster file formats.,0,gis
Demonstrate the use of fractals as a technique to mitigate resolution effects.,6,gis
"Research and present a benefit of Openness in GIS&T that is debated, questioned, or that has been highlighted as requiring more research.",6,gis
Explain the relationship of major geospatial professions to the three industry sectors of the U.S. Department of Labors Geospatial Technology Competency Model (GTCM).,0,gis
"Integrate basic, short distance plane surveying with GNSS to calculate coordinate locations, and establish points, lines, and polygons, and calculate areas. Demonstrate proficiency in basic angle measurements using handheld, staff, tripod, or electronic compass, and distance measurement with a chain, tape, or laser rangefinder.",6,gis
Explain the workings of batch processing using punched cards.,6,gis
Explain the fundamentals of spatial association rule learning.,6,gis
Describe the basic operation of a CRT display.,4,gis
Identify and describe three specialized areas in marketing in which GIS resources are useful. Explain the application of location analytics tools in each.,4,gis
"Explain the three typical neighborhood definitions in the context of computational geometry, administration and planning, and urban geography.",6,gis
Compare and contrast different color models by their purposes and gamuts.,3,gis
"Define metadata, and describe the types of information that may be included in metadata.",4,gis
Compute and interpret a Moran scatterplot.,6,gis
"Define social media, social media analytics, natural language processing and text mining.",6,gis
Design a stylized terrain map from a digital elevation model (DEM).,6,gis
Compare and discuss the relative performance of different spatial indices.,0,gis
"Describe how big data, continuous data tracking and streaming, the Internet of things (IoT) and SoLoMo marketing have enhanced enterprise knowledge of current and potential customers. Explain how location analytics tools have contributed to these technologies.",5,gis
Demonstrate the georeferencing process with a digital historical map.,6,gis
Explain the difference between typeface properties (microaesthetics) and label properties (visual variables).,6,gis
Describe the technological enablements and constraints that make mobile a unique design context for cartography and visualization.,4,gis
Adjust label properties to create an appropriate label hierarchy.,6,gis
in various routing applications.,6,gis
Evaluate and apply critical thinking to spatiotemporal problems.,6,gis
Evaluate a mobile map by emerging mobile-first representation and interaction design conventions.,6,gis
Describe how to articulate GIS design and operational needs to internal technical support staff.,4,gis
Explain how Drive-Time Rings account for physical barriers and the relative importance of road speeds.,0,gis
Compare and contrast basic set theory and basic arithmetic.,3,gis
"Describe the differences between usability, utility, and user needs as applied to cartography and visualization.",4,gis
"Describe the variables used in the symbolization of map data for visual, tactile, haptic, auditory, and dynamic displays.",7,gis
Develop a visualization for the exploration and analysis of big data,7,gis
Describe different computational approaches to model spatiotemporal dynamics.,4,gis
Describe the rationale for and development of device independence.,4,gis
Describe how all maps are produced within relations of power and knowledge. Describe how all maps also express specific relations of power and knowledge.,4,gis
Identify and describe GIS&T tools commonly used in archaeological research.,4,gis
Explain the difference between a system and a process definition of Enterprise GIS.,6,gis
"Differentiate decision problems by their complexity, scope, nature of decision-makers, and spatiality.",6,gis
"Plan the acquisition of historical maps both online and in archives, libraries and other repositories.",6,gis
Define Graphics Processing Units for general-purpose computation.,6,gis
"Describe the relations among AI, machine learning, and deep learning.",4,gis
Define “GIS Management” as a basis for examining organizational models for GIS programs.,6,gis
